Country,1990,2021,Absolute Change,Relative Change,1990.1,2021.0.1,Absolute Change.1,Relative Change.1,1990.2,2021.0.2,Absolute Change.2,Relative Change.2,Smoking_1990,Smoking_2021,Change,Percent_Change,Metric1,Metric2,Population,Lung_Cancer_1990,Lung_Cancer_2021,COPD_1990,COPD_2021,Cardiovascular_Diseases_1990,Cardiovascular_Diseases_2021,Stroke_1990,Stroke_2021,Oral_Cancers_1990,Oral_Cancers_2021,Year,Gender,Current_Smokers_Percentage,Former_Smokers_Percentage,Current_Smokers_Millions,Former_Smokers_Millions,Region,Type,Total Change,Due to Ageing,Due to Prevalence Changes,Due to Population Growth
Guinea-Bissau,9.2,7.8,-1.4,-0.15,194.4,160.5,-33.9,-0.17,131.7,105.0,-26.7,-0.2,39.3,32.5,-6.8,-0.17,0.17,0.009,2013259.0,-12.144832345612276,1.2280734756610592,7.730569630557664,-13.40642953118106,4.026283558386409,-19.36379326628957,1.020281757161304,10.452662992002873,-7.695921778021001,5.258070972076485,,,,,,,,,,,,
Iraq,16.6,11.2,-5.4,-0.33,1035.1,859.6,-175.5,-0.17,371.9,225.4,-146.5,-0.39,135.0,100.4,-34.6,-0.26,0.351,0.018,42116604.0,15.346338585323045,7.863187967727798,9.86250154543536,2.562569359140557,15.85268941725825,-0.7790282348572326,9.605790475814675,20.93007549017313,-0.3245830032341041,1.1405573499545123,,,,,,,,,,,,
Belize,4.7,4.7,0.0,-0.01,307.7,256.2,-51.6,-0.17,121.1,78.6,-42.5,-0.35,41.1,31.0,-10.0,-0.24,0.151,0.018,390819.0,6.708827942484236,14.0877685198719,32.84380808455238,-1.1772356974767046,20.63477884353733,12.254146561442973,-8.085750868952017,7.748103063518622,8.456813578277714,10.787299956798629,,,,,,,,,,,,
Marshall Islands,36.0,48.4,12.5,0.35,784.5,664.1,-120.4,-0.15,413.1,322.3,-90.8,-0.22,140.0,121.2,-18.8,-0.13,0.487,0.083,42728.0,21.818228717773103,20.3741634898803,18.19574911434577,-20.90886642941572,22.965547765115748,26.03800158650832,-4.600508825942942,8.587526198433808,0.4716684790823304,15.50986051564751,,,,,,,,,,,,
Dominican Republic,9.6,9.5,-0.1,-0.01,617.3,524.9,-92.4,-0.15,148.4,136.4,-12.0,-0.08,73.2,58.2,-15.0,-0.21,0.146,0.065,11008297.0,-5.049507108780819,13.955096360006385,2.3808240851923346,2.367051334821878,21.298445394686347,12.984575617849648,21.06905063224972,-9.044362323501597,19.465638512334053,27.64163642018614,,,,,,,,,,,,
Armenia,22.0,18.6,-3.4,-0.15,936.8,802.1,-134.7,-0.14,392.3,279.0,-113.3,-0.29,135.7,96.2,-39.5,-0.29,0.494,0.015,2890894.0,0.3654338691572363,22.67478807154329,-2.770404406004257,2.500654697913221,5.499396269630278,4.760238568707869,1.029386516816723,-3.917136630753725,0.074638143853976,8.682331732135758,,,,,,,,,,,,
Kyrgyzstan,23.9,17.8,-6.2,-0.26,822.5,706.4,-116.2,-0.14,372.3,239.6,-132.6,-0.36,127.4,92.2,-35.2,-0.28,0.48,0.028,6664142.0,17.95941565616898,9.43003841632759,-9.694463202575722,11.572063648134185,21.780502658692587,13.3528864385802,-0.9959234945630708,3.401752956453324,6.06884725751886,6.023963165821664,,,,,,,,,,,,
Yemen,23.5,15.3,-8.2,-0.35,791.4,723.1,-68.3,-0.09,405.5,247.9,-157.6,-0.39,130.9,96.9,-34.1,-0.26,0.325,0.081,36134868.0,16.059846732331863,16.50952971294964,8.579636358672232,23.33456094945345,28.53130795623437,14.498974609094317,-12.370901136037146,0.6878779784071698,13.2529083187309,4.850843015773361,,,,,,,,,,,,
Kiribati,60.7,67.9,7.2,0.12,1447.3,1328.5,-118.8,-0.08,724.0,632.7,-91.3,-0.13,243.8,223.4,-20.4,-0.08,0.539,0.273,126110.0,26.884928503458767,19.237332434065443,4.626492547156968,22.435650295477576,37.39283989275424,21.92635310807457,10.67638252310498,13.768286970145542,-6.869657329330316,3.1703370718931163,,,,,,,,,,,,
Ghana,6.2,5.0,-1.2,-0.2,235.1,216.6,-18.5,-0.08,85.0,69.1,-15.9,-0.19,34.8,29.4,-5.4,-0.16,0.066,0.003,31887801.0,6.944482094969757,6.181663524884421,-12.482537095976742,-1.2188869055483058,15.874803750653513,19.443983017671503,-10.794897934074983,2.624499248971072,-16.56408811980776,4.266838434616911,,,,,,,,,,,,
Zimbabwe,9.8,20.2,10.5,1.07,728.9,691.1,-37.8,-0.05,261.6,294.7,33.2,0.13,98.3,105.8,7.5,0.08,0.218,0.015,15526888.0,3.029752784215092,9.278569456323154,-1.550728842425266,-5.775259087416703,9.572115498996276,24.643622905756715,23.30115160136369,12.70292754356731,-12.307563145700948,0.2199858986097056,,,,,,,,,,,,
Egypt,19.6,17.4,-2.2,-0.11,914.3,878.5,-35.8,-0.04,284.3,249.4,-34.9,-0.12,120.5,110.5,-10.0,-0.08,0.481,0.004,109315119.0,14.372536971610035,12.019959649927182,-4.790480036143949,31.258598032498604,32.1684744018558,14.36535826170336,18.533170893426345,7.030012219409088,16.24084103427182,4.999609762696143,,,,,,,,,,,,
Georgia,33.5,26.9,-6.6,-0.2,609.7,623.0,13.3,0.02,359.3,288.0,-71.3,-0.2,111.8,91.1,-20.7,-0.19,0.563,0.071,3795680.0,14.110724732986812,15.061570254369135,22.46141635072565,5.147184340144882,39.7589812361925,13.933858389945309,0.9444965482227624,11.24201643826202,-2.164581458924468,15.908975356079598,,,,,,,,,,,,
Indonesia,20.0,20.5,0.5,0.02,750.8,808.1,57.3,0.08,240.4,234.7,-5.6,-0.02,100.3,102.8,2.5,0.03,0.714,0.037,274814864.0,2.886485819736323,2.097793167665277,13.831397569494506,5.279292919129462,11.416614395603409,17.50382807947552,29.54535805344309,7.840744148101203,28.59099285668252,-6.981425652796412,,,,,,,,,,,,
Montenegro,26.6,22.8,-3.8,-0.14,746.2,825.0,78.8,0.11,393.9,366.7,-27.3,-0.07,122.7,114.4,-8.3,-0.07,0.316,0.311,607936.0,30.927745111447564,32.363872756854605,6.0552735868338265,5.478749128899968,13.949974785992282,-3.2573486842429062,18.406654869915943,-11.746665663538712,-1.9614759865738856,14.830785611290452,,,,,,,,,,,,
Sao Tome and Principe,3.5,3.7,0.2,0.05,136.8,152.6,15.8,0.12,78.8,72.1,-6.7,-0.08,23.4,23.5,0.2,0.01,0.101,0.013,217449.0,7.078329209117875,-7.71017381499702,15.96944138890026,3.1558476076785498,18.043844771177007,1.0532261747940308,-1.6103138350862245,-7.748353938187543,2.54751303197037,13.876150673398651,,,,,,,,,,,,
Azerbaijan,22.0,15.9,-6.1,-0.28,676.7,781.9,105.2,0.16,353.0,218.5,-134.5,-0.38,115.4,90.0,-25.5,-0.22,0.479,0.001,10181736.0,-0.3730349720264847,-3.1418861278773207,6.543683076476183,3.056395880760576,33.105721457307126,6.680157520022014,-16.91605714873573,4.859124442783847,18.883099525678755,1.5193147300892125,,,,,,,,,,,,
Mali,5.4,3.7,-1.7,-0.32,239.4,282.0,42.6,0.18,81.6,79.4,-2.2,-0.03,33.3,35.7,2.4,0.07,0.156,0.01,21713839.0,9.895536086338296,15.151108735000678,-6.947842013282636,-3.951620068802363,-0.2336002715326834,-4.661200098949156,25.24042572590741,-9.597947428411077,21.05992888159123,-20.147548990085944,,,,,,,,,,,,
Uzbekistan,10.9,11.8,0.9,0.08,269.1,330.8,61.7,0.23,168.4,134.1,-34.3,-0.2,51.8,47.2,-4.6,-0.09,0.34,0.011,33586372.0,-4.566816702273215,12.63662693962936,17.821240772696573,-3.108589412403921,3.568131829041427,4.268997071140451,-10.26972466763596,9.303287299962046,22.169035766363976,-4.662219870944325,,,,,,,,,,,,
Lesotho,19.9,44.6,24.7,1.24,803.9,1003.6,199.7,0.25,276.4,461.6,185.3,0.67,106.8,164.1,57.4,0.54,0.431,0.054,2235727.0,18.55084603742452,22.65119817052156,10.729100436846586,7.877467297840016,13.202153911394928,42.591865268495226,-8.977987469568918,26.79450832343697,15.287662305931423,17.892945465611092,,,,,,,,,,,,
High-income countries,18.4,8.0,-10.4,-0.57,888.9,436.3,-452.6,-0.51,314.2,135.0,-179.2,-0.57,109.7,48.5,-61.2,-0.56,0.2761,0.1734,1245004614.0,22.55595579007404,11.1334550926428,-4.887461543264563,-3.009247711337649,3.0104948896572274,13.6834286126701,17.904704320096403,15.582618516973168,13.531625258114625,1.2263193770111789,,,,,,,,,,,,
World,18.7,11.5,-7.3,-0.39,1022.5,660.8,-361.7,-0.35,324.2,170.9,-153.3,-0.47,126.2,72.6,-53.6,-0.42,0.3734,0.0869,7887001284.0,4.413176816482896,7.137532271530853,4.406613219163919,-3.498457826771644,9.743480535158016,5.178210102172031,33.23152406339273,2.94757129069792,9.71126949201183,-7.815022322949107,,,,,,,,,,,,
Upper-middle-income countries,19.1,14.0,-5.1,-0.27,1301.4,864.9,-436.5,-0.34,361.1,186.0,-175.1,-0.48,154.5,89.4,-65.1,-0.42,0.4387,0.0477,2817793595.0,25.08376129244322,-0.0325437148583134,-1.0311825338475709,5.534302276918969,13.133592332479322,19.135827813561587,24.657728185105185,21.16526136849952,12.418610761666375,-2.3657492122821746,,,,,,,,,,,,
Low-income countries,12.7,7.7,-5.0,-0.39,468.4,319.4,-149.1,-0.32,187.2,116.1,-71.1,-0.38,70.5,44.8,-25.7,-0.36,0.2101,0.0387,679560815.0,11.177809269364984,5.238045581937262,-10.30299730964336,-0.3097721742085531,2.8970243489587144,20.71355436586002,10.574091200523595,4.622674572021116,-3.396857163285335,9.75020026504553,,,,,,,,,,,,
Lower-middle-income countries,19.4,11.5,-7.9,-0.41,899.4,669.5,-229.8,-0.26,301.3,181.7,-119.7,-0.4,118.8,78.5,-40.2,-0.34,0.3769,0.0937,3141910276.0,20.100601599944905,1.0783828848788837,15.201775475316412,18.964929885826887,17.473151126132187,21.02133682912769,14.26354341665286,2.1241402888196066,-4.617988834223072,7.822335682013794,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.0,Male,40.0,5.0,40.0,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,Male,38.0,5.5,38.0,5.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Male,36.0,6.0,36.0,6.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,Male,34.0,6.5,34.0,6.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.0,Male,32.0,7.0,32.0,7.000000000000001,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040.0,Male,30.0,7.5,30.0,7.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,Male,28.0,8.0,28.000000000000004,8.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.0,Female,20.0,3.0,20.0,3.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,Female,18.0,3.5,18.0,3.5000000000000004,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,Female,16.0,4.0,16.0,4.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,Female,14.0,4.5,14.000000000000002,4.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.0,Female,12.0,5.0,12.0,5.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040.0,Female,10.0,5.5,10.0,5.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,Female,8.0,6.0,8.0,6.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Singapore,Current,-20.282531173195537,-2.911842270858374,-13.118385182020562,-4.252303720316599
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Singapore,Former,82.25688860566851,18.47047761436867,38.54941437166338,25.23699661963646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Singapore,Current,32.02558247070404,8.448261940237092,18.73492586057244,4.842394669894506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Singapore,Former,18.558554516387712,5.849969094012108,8.115876367886463,4.592709054489141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Ireland,Current,-69.57927918426097,-8.421198946795409,-41.02286395547562,-20.135216281989933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Ireland,Former,-48.411032097460286,-12.354689840742259,-21.468195677674526,-14.588146579043505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ireland,Current,-100.8778472151157,-25.975322635947276,-49.504308884078085,-25.39821569509033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ireland,Former,62.7739885163971,20.000645455522672,34.6843965924426,8.088946468431823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Malta,Current,17.771119107057174,5.327030316827551,8.727936900319,3.716151889910624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Malta,Former,34.17339996747202,6.3079517976860435,21.53872852589712,6.326719643888861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Malta,Current,-79.23227123554457,-12.865356479171096,-42.76392854207088,-23.6029862143026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Malta,Former,102.62972459096227,21.966278508192254,52.82040221062786,27.84304387214214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Brunei,Current,66.97999603581773,19.00742114089158,37.9124608227712,10.060114072154947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Brunei,Former,-49.97842020746995,-12.15957414426339,-24.53841037150342,-13.280435691703138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Brunei,Current,-46.898389167742806,-13.6384161045349,-24.37528357536888,-8.88468948783903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Brunei,Former,-53.61652066898436,-9.877514538458085,-30.247855965963677,-13.491150164562598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Burundi,Current,-39.95001157957566,-9.940523567214841,-22.461597551059064,-7.547890461301758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Burundi,Former,3.936314578504599,0.68035006358083,1.7983005427112528,1.4576639722125164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Burundi,Current,-11.886908753590173,-2.242219003134686,-6.627057635332916,-3.0176321151225722
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Burundi,Former,-35.25958726563599,-7.728166439280454,-20.437333798043248,-7.094087028312291
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Qatar,Current,18.886923657679933,4.5081655043267705,11.63122250629208,2.7475356470610803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Qatar,Former,-44.57309571205381,-10.70573065789245,-24.476225854568064,-9.391139199593288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Qatar,Current,-32.540929253083675,-5.1118849719863055,-21.398604065162544,-6.030440215934821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Qatar,Former,-25.258335854944804,-5.936848610919267,-15.30717522924922,-4.014312014776315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Portugal,Current,-6.868495351032271,-1.3857821060308846,-3.1094098554939507,-2.3733033895074356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Portugal,Former,45.61419157462877,12.333725971562624,21.175056447040404,12.105409156025742
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Portugal,Current,-55.67863399436382,-7.860891174995492,-35.52369794790542,-12.294044871462908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Portugal,Former,1.9173073420824744,0.5586391341990815,1.0086326220742778,0.350035585809115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Australia,Current,19.12725315742866,3.8170522888302356,10.28233193447688,5.027868934121547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Australia,Former,-72.80477075064533,-10.011173495088116,-40.609320353945556,-22.184276901611653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Australia,Current,14.088888595339405,3.5988993279389985,8.047996871013694,2.4419923963867123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Australia,Former,-61.26109213426585,-8.360973265204496,-36.98201778502041,-15.91810108404094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Mexico,Current,-65.67496634885525,-9.801561838363822,-37.71799309880482,-18.155411411686604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Mexico,Former,77.99676385603951,26.75286397609847,40.798776105564095,10.445123774376945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Mexico,Current,71.13934658313994,15.31657170969045,37.97415583298378,17.848619040465714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Mexico,Former,57.78129026046823,16.158472218683535,29.475709095743426,12.147108946041271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Sri Lanka,Current,-24.741375482298103,-5.897855726513257,-13.640192636471452,-5.203327119313391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Sri Lanka,Former,-75.86010050497394,-19.014059701122243,-33.58025363315124,-23.265787170700463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Sri Lanka,Current,41.005273200736774,9.287023708896616,21.769847555649932,9.948401936190226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Sri Lanka,Former,-9.939141630980377,-2.622849855506532,-4.517768909399857,-2.7985228660739887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Ethiopia,Current,-66.80817004940495,-14.688746048287994,-37.57098684764402,-14.548437153472934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Ethiopia,Former,-0.7353073622709316,-0.17591562772615305,-0.38349064796443894,-0.17590108658033962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ethiopia,Current,-86.79093737523108,-15.809712358537801,-49.54496668880125,-21.436258327892016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ethiopia,Former,68.29546117987093,23.40541776427429,27.773379690332344,17.11666372526429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Madagascar,Current,-46.77375880337422,-12.838881521197226,-28.50961612431123,-5.425261157865764
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Madagascar,Former,30.282542376303425,9.523980806463147,14.176391834135808,6.58216973570447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Madagascar,Current,-28.505260046246804,-4.70193009641847,-13.964076698561438,-9.839253251266896
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Madagascar,Former,3.0506221570910443,0.9880429823786087,1.2925773275837806,0.7700018471286548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Israel,Current,6.997076328709785,2.6874113811540465,3.2783831106389187,1.0312818369168193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Israel,Former,-53.53909567140104,-8.587502622031666,-28.73699930974835,-16.21459373962103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Israel,Current,61.484871911603264,10.640717553657604,37.67016833547108,13.173986022474582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Israel,Former,52.19893146457827,13.658921134838147,30.191150643207642,8.348859686532483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Brazil,Current,68.3071145194555,18.889191839270016,37.73241312880604,11.685509551379432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Brazil,Former,63.884885461352724,21.19162802620167,29.581592861217768,13.11166457393328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Brazil,Current,16.925893511113145,2.5053480846252523,9.499107595379224,4.921437831108667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Brazil,Former,82.26242140422376,21.857596253653604,43.20271996370592,17.20210518686424
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Belgium,Current,-51.96634302889561,-11.548996118594578,-28.814789731252443,-11.602557179048588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Belgium,Former,-46.12444457606827,-8.070511203542193,-21.29857511522252,-16.75535825730356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Belgium,Current,-65.46643804634162,-12.083598312363293,-28.286992520132898,-25.09584721384543
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Belgium,Former,-36.95839840743429,-9.184653262791594,-18.197805938011005,-9.575939206631684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Ecuador,Current,-19.59146213739899,-5.188516506167352,-11.113153766506226,-3.2897918647254127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Ecuador,Former,-38.287614530732434,-9.356995997284383,-20.230546650978162,-8.700071882469887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ecuador,Current,67.19494378316922,11.29319176538023,36.37487999074374,19.526872027045247
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ecuador,Former,-30.6990126132433,-7.891175837890699,-15.519374549926376,-7.288462225426227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,United Kingdom,Current,-33.27731045503968,-7.820157001385511,-20.837785869349517,-4.619367584304654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,United Kingdom,Former,7.999898412644229,2.2485455661512708,4.786071957297686,0.9652808891952722
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,United Kingdom,Current,-53.31310207700492,-13.488823805924262,-25.979302023079356,-13.8449762480013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,United Kingdom,Former,47.79600712099969,10.600398354451245,20.161125109390458,17.03448365715799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Iceland,Current,-66.47230955459695,-16.382859806225213,-32.41284929446586,-17.67660045390588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Iceland,Former,65.92099860690824,15.607216728448558,30.8809068649199,19.432875013539782
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Iceland,Current,45.1908607198154,13.586205115137169,25.011173694282768,6.593481910395459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Iceland,Former,-61.03308096070734,-12.084157173632056,-35.00813556840778,-13.940788218667503
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Norway,Current,-71.46849381862992,-14.482519332456775,-30.83594361426142,-26.15003087191173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Norway,Former,50.00895767432852,17.660471764570413,21.23894378141605,11.109542128342056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Norway,Current,35.892244806385904,7.313575612139547,18.023882023728124,10.554787170518232
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Norway,Former,49.54654393042682,9.559243416991372,26.572274466556816,13.415026046878639
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Chile,Current,44.31985331335103,15.261367085818662,21.422047373392026,7.636438854140347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Chile,Former,-75.1116003323897,-19.15500748333251,-38.52088367120195,-17.435709177855234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Chile,Current,-16.79386383389631,-3.4924885901649594,-8.845095346425378,-4.456279897305972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Chile,Former,-68.45522729241479,-22.123362710782956,-26.46684922640941,-19.86501535522243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Canada,Current,75.31123222804003,16.378986298309098,43.281132215640525,15.651113714090405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Canada,Former,24.251094663081183,4.117691934601185,14.537727255862613,5.595675472617386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Canada,Current,-23.299520865100227,-4.3240868057567825,-10.196240140832982,-8.779193918510463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Canada,Former,-89.34333011609326,-22.590659535062738,-51.111117333677996,-15.641553247352517
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Spain,Current,-37.7569823496741,-8.468542073405894,-18.589358704527243,-10.699081571740964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Spain,Former,-34.042872647861415,-7.226649396556438,-19.59259625840727,-7.2236269928977075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Spain,Current,38.88570917962646,12.801853960324118,20.041035523689448,6.042819695612891
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Spain,Former,26.17933474374812,7.090246958857036,12.508893437241898,6.580194347649186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Benin,Current,64.71418572982309,10.093472697976656,34.59002205700002,20.03069097484641
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Benin,Former,-4.588738597390206,-0.9021503360558635,-2.778836888447421,-0.9077513728869216
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Benin,Current,-58.05212866772094,-11.38918302552455,-26.011793695976152,-20.65115194622024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Benin,Former,35.782901206824995,10.61060249905976,13.178189941062213,11.994108766703024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Bahrain,Current,34.13500866203205,5.565491277250475,20.465314404321266,8.104202980460304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Bahrain,Former,12.526118792651438,2.6223936638970295,6.267483593467983,3.636241535286427
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Bahrain,Current,40.1676370705864,13.683394795371852,19.53977043842456,6.944471836789988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Bahrain,Former,-1.138862947891953,-0.34168038888425867,-0.622959016396052,-0.17422354261164236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Colombia,Current,4.074791156444298,0.7657160287699974,2.6869004665014855,0.6221746611728151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Colombia,Former,-12.625537256525,-3.829478351314464,-4.7557759129772945,-4.040282992233241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Colombia,Current,-81.13107085010299,-11.59176571847889,-47.62709843261739,-21.912206699006706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Colombia,Former,-65.3124569633554,-21.118219469344677,-33.96641029617715,-10.22782719783358
